"Date","Price","Open","High","Low","Vol.","Change %"
"09/04/2020","136.00","137.20","138.60","133.50","2.67M","-1.31%"
"09/03/2020","137.80","137.00","139.00","137.00","661.71K","0.73%"
"09/02/2020","136.80","133.60","136.80","133.60","477.41K","2.40%"
"09/01/2020","133.60","137.00","137.00","133.60","1.27M","-1.11%"
"08/28/2020","135.10","138.00","138.10","135.10","1.59M","-2.60%"
"08/27/2020","138.70","138.30","138.80","136.50","308.45K","0.14%"
"08/26/2020","138.50","140.00","140.10","136.20","1.16M","-1.77%"
"08/25/2020","141.00","141.00","141.20","139.50","392.84K","-0.14%"
"08/24/2020","141.20","139.60","141.50","139.60","462.92K","1.22%"
"08/20/2020","139.50","141.40","141.40","139.50","1.41M","-0.50%"
"08/19/2020","140.20","141.50","143.00","140.20","549.71K","-0.21%"
"08/18/2020","140.50","141.00","143.80","139.10","798.14K","-0.28%"
"08/17/2020","140.90","144.00","144.00","137.50","392.42K","-2.49%"
"08/14/2020","144.50","142.50","144.80","142.00","914.33K","1.40%"
"08/13/2020","142.50","141.00","143.50","140.90","577.96K","1.64%"
"08/12/2020","140.20","141.10","142.40","139.00","769.32K","-0.64%"
"08/11/2020","141.10","138.00","144.00","138.00","1.37M","2.62%"
"08/10/2020","137.50","133.00","138.50","131.20","1.09M","2.46%"
"08/07/2020","134.20","133.20","135.00","132.00","1.14M","-0.59%"
"08/06/2020","135.00","130.00","135.00","129.00","842.30K","3.05%"
"08/05/2020","131.00","128.00","133.40","128.00","870.38K","3.80%"
"08/04/2020","126.20","127.20","130.80","126.20","657.17K","-0.63%"
"08/03/2020","127.00","129.50","129.50","126.50","1.64M","-5.93%"
"07/30/2020","135.00","133.00","135.00","132.00","1.40M","3.05%"
"07/29/2020","131.00","130.00","133.50","129.80","3.01M","1.47%"
"07/28/2020","129.10","128.00","129.80","127.90","1.16M","0.86%"
"07/27/2020","128.00","128.30","128.30","125.30","653.17K","-0.39%"
"07/24/2020","128.50","128.10","129.70","127.50","400.40K","1.50%"
"07/23/2020","126.60","130.00","130.00","125.00","1.36M","-2.62%"
"07/22/2020","130.00","134.70","134.70","130.00","751.08K","-3.49%"
"07/21/2020","134.70","134.80","135.80","133.20","500.71K","0.90%"
"07/20/2020","133.50","135.00","135.50","133.20","360.85K","-0.07%"
"07/17/2020","133.60","135.50","136.30","133.50","875.15K","0.45%"
"07/16/2020","133.00","136.50","137.90","133.00","1.85M","-2.35%"
"07/15/2020","136.20","140.00","140.00","136.20","1.21M","-2.71%"
"07/14/2020","140.00","140.90","142.50","140.00","424.88K","-0.64%"
"07/13/2020","140.90","137.50","141.80","137.50","869.60K","2.47%"
"07/10/2020","137.50","139.50","139.50","137.20","897.06K","-1.79%"
"07/09/2020","140.00","146.40","146.40","140.00","695.07K","-4.50%"
"07/08/2020","146.60","146.50","147.00","145.90","704.29K","-0.27%"
"07/07/2020","147.00","147.30","147.30","146.40","1.20M","-0.20%"
"07/06/2020","147.30","147.50","148.00","145.70","513.79K","-0.14%"
"07/03/2020","147.50","147.50","149.30","146.00","1.20M","0.34%"
"07/02/2020","147.00","143.80","147.00","143.70","603.02K","2.23%"
"07/01/2020","143.80","140.00","144.00","139.50","706.78K","2.71%"
"06/30/2020","140.00","137.00","140.00","135.50","882.32K","1.52%"
"06/29/2020","137.90","139.00","139.00","135.10","718.43K","-1.64%"
"06/26/2020","140.20","141.20","142.90","140.00","411.96K","-0.71%"
"06/25/2020","141.20","142.90","142.90","139.50","933.76K","-1.88%"
"06/24/2020","143.90","144.50","147.50","141.30","741.67K","-0.07%"
"06/23/2020","144.00","149.00","149.00","144.00","1.56M","-3.42%"
"06/22/2020","149.10","151.00","151.00","147.90","824.75K","-0.60%"
"06/19/2020","150.00","149.00","151.70","146.00","1.62M","0.07%"
"06/18/2020","149.90","145.10","150.00","145.00","2.09M","3.38%"
"06/17/2020","145.00","142.70","145.40","142.70","2.77M","1.75%"
"06/16/2020","142.50","144.00","146.30","141.50","1.86M","-1.18%"
"06/15/2020","144.20","145.00","146.00","141.00","2.44M","-0.55%"
"06/11/2020","145.00","144.00","145.30","140.50","2.81M","0.00%"
"06/10/2020","145.00","139.90","145.00","139.10","2.98M","4.39%"
"06/09/2020","138.90","133.10","139.00","132.50","2.95M","4.83%"
"06/08/2020","132.50","133.00","133.00","128.00","2.21M","1.92%"
"06/05/2020","130.00","133.00","133.90","126.00","1.68M","-2.26%"
"06/04/2020","133.00","132.00","135.00","129.50","2.08M","2.31%"
"06/03/2020","130.00","125.70","131.80","125.70","2.83M","5.18%"
"06/02/2020","123.60","119.00","125.00","117.00","2.26M","7.38%"
"06/01/2020","115.10","113.00","118.70","112.00","3.57M","5.89%"
"05/29/2020","108.70","116.50","118.80","108.70","13.57M","-6.37%"
"05/28/2020","116.10","120.00","120.00","115.20","3.06M","-4.84%"
"05/27/2020","122.00","120.10","123.00","120.00","1.05M","2.52%"
"05/26/2020","119.00","133.00","134.00","117.00","4.72M","-10.53%"
"05/22/2020","133.00","138.00","138.00","133.00","1.36M","-2.56%"
"05/21/2020","136.50","138.00","139.00","136.30","658.92K","-0.51%"
"05/20/2020","137.20","140.00","140.00","137.20","477.52K","-2.00%"
"05/19/2020","140.00","138.00","140.00","137.40","778.90K","2.64%"
"05/18/2020","136.40","139.00","139.00","135.90","895.53K","-0.58%"
"05/15/2020","137.20","139.00","140.00","136.20","618.10K","0.44%"
"05/14/2020","136.60","139.00","139.60","135.90","599.17K","-1.01%"
"05/13/2020","138.00","140.60","141.00","137.10","398.28K","-1.00%"
"05/12/2020","139.40","141.20","141.80","138.60","948.49K","-0.78%"
"05/11/2020","140.50","137.20","141.00","136.50","440.24K","3.31%"
"05/08/2020","136.00","138.50","139.50","135.20","626.35K","-0.37%"
"05/07/2020","136.50","138.90","140.90","136.00","928.45K","-1.44%"
"05/06/2020","138.50","141.00","141.80","138.50","505.94K","-0.79%"
"05/05/2020","139.60","141.00","141.00","139.30","544.55K","1.01%"
"05/04/2020","138.20","143.10","143.10","137.00","1.25M","-3.42%"
"04/30/2020","143.10","148.00","149.00","143.00","1.93M","-2.65%"
"04/29/2020","147.00","141.20","147.00","139.10","1.48M","4.11%"
"04/28/2020","141.20","136.00","141.40","135.60","2.29M","4.98%"
"04/27/2020","134.50","135.00","136.50","134.30","1.60M","0.15%"
"04/24/2020","134.30","137.80","137.80","133.70","1.04M","-1.25%"
"04/23/2020","136.00","137.00","140.00","135.50","2.55M","1.49%"
"04/22/2020","134.00","135.00","135.00","131.00","5.81M","-1.54%"
"04/21/2020","136.10","142.50","142.50","133.00","3.14M","-4.83%"
"04/20/2020","143.00","148.50","149.90","143.00","1.59M","-1.38%"
"04/17/2020","145.00","142.00","147.00","141.40","4.90M","2.47%"
"04/16/2020","141.50","147.00","147.00","137.40","2.32M","-4.78%"
"04/15/2020","148.60","150.00","152.10","143.50","3.94M","1.43%"
"04/14/2020","146.50","139.90","148.00","139.80","3.52M","8.52%"
"04/13/2020","135.00","121.00","136.10","121.00","2.59M","12.50%"
"04/08/2020","120.00","111.00","120.00","108.10","2.92M","8.60%"
"04/07/2020","110.50","110.20","112.50","109.00","2.75M","4.25%"
"04/06/2020","106.00","104.60","106.40","103.50","1.87M","3.92%"
"04/03/2020","102.00","102.30","105.00","102.00","846.30K","0.00%"
"04/02/2020","102.00","102.90","103.20","102.00","1.28M","-1.16%"
"04/01/2020","103.20","107.00","109.60","103.00","2.53M","-3.01%"
"03/31/2020","106.40","105.00","109.50","105.00","1.55M","3.30%"
"03/30/2020","103.00","106.90","106.90","100.10","801.63K","-3.74%"
"03/27/2020","107.00","107.40","111.00","103.00","3.59M","4.70%"
"03/26/2020","102.20","100.00","104.50","99.00","3.23M","3.81%"
"03/25/2020","98.45","101.80","101.80","98.00","4.03M","3.63%"
"03/24/2020","95.00","98.95","99.85","95.00","1.60M","0.00%"
"03/23/2020","95.00","98.00","99.90","91.50","2.58M","-5.00%"
"03/20/2020","100.00","97.50","103.70","95.65","1.99M","9.77%"
"03/19/2020","91.10","105.00","106.20","91.10","3.31M","-24.71%"
"03/17/2020","121.00","133.00","134.00","120.50","2.24M","0.00%"
"03/16/2020","121.00","133.00","134.00","120.50","2.24M","-13.88%"
"03/13/2020","140.50","145.00","145.00","124.50","2.20M","-8.17%"
"03/12/2020","153.00","162.00","162.00","150.00","1.20M","-8.00%"
"03/11/2020","166.30","159.00","166.30","159.00","916.34K","5.25%"
"03/10/2020","158.00","160.00","160.90","153.00","1.25M","-3.07%"
"03/09/2020","163.00","170.00","170.10","161.50","1.14M","-7.65%"
"03/06/2020","176.50","183.00","183.00","173.40","637.54K","-4.08%"
"03/05/2020","184.00","175.00","184.00","171.30","1.14M","5.38%"
"03/04/2020","174.60","168.70","174.60","167.20","869.40K","3.93%"
"03/03/2020","168.00","168.10","172.00","168.00","1.16M","0.54%"
"03/02/2020","167.10","169.90","172.00","165.00","990.99K","-1.71%"
"02/28/2020","170.00","173.60","173.60","170.00","1.74M","-2.58%"
"02/27/2020","174.50","175.40","180.00","174.50","652.78K","-0.34%"
"02/26/2020","175.10","180.00","181.30","170.20","2.33M","-5.66%"
"02/24/2020","185.60","190.20","190.20","185.20","1.24M","-1.80%"
"02/21/2020","189.00","190.80","191.80","188.90","1.14M","0.53%"
"02/20/2020","188.00","184.00","194.00","184.00","1.09M","2.17%"
"02/19/2020","184.00","184.60","185.40","181.50","1.80M","-0.65%"
"02/18/2020","185.20","189.60","189.70","185.20","500.99K","-1.91%"
"02/17/2020","188.80","187.20","190.00","187.10","281.17K","1.94%"
"02/14/2020","185.20","194.90","194.90","185.20","727.57K","-5.03%"
"02/13/2020","195.00","192.00","195.00","191.00","275.40K","1.56%"
"02/12/2020","192.00","192.00","194.00","191.00","507.22K","0.00%"
"02/11/2020","192.00","191.00","193.90","191.00","811.21K","1.05%"
"02/10/2020","190.00","193.00","194.00","190.00","514.38K","-1.30%"
"02/07/2020","192.50","193.00","194.00","192.30","283.57K","0.31%"
"02/06/2020","191.90","190.80","194.30","190.80","1.48M","0.68%"
"02/05/2020","190.60","195.10","196.80","190.50","1.37M","-2.26%"
"02/04/2020","195.00","197.50","200.00","195.00","1.28M","-0.51%"
"02/03/2020","196.00","191.90","197.20","190.00","426.52K","2.51%"
"01/31/2020","191.20","200.20","201.00","191.20","876.75K","-4.50%"
"01/30/2020","200.20","202.20","203.00","200.00","580.18K","-1.67%"
"01/29/2020","203.60","205.40","207.00","201.00","318.09K","-0.68%"
"01/28/2020","205.00","213.20","213.20","204.40","795.77K","-3.85%"
"01/27/2020","213.20","216.00","216.00","211.00","219.79K","-1.75%"
"01/24/2020","217.00","211.60","217.00","211.00","596.56K","2.55%"
"01/23/2020","211.60","209.00","212.00","208.00","278.02K","1.24%"
"01/22/2020","209.00","209.40","215.00","207.80","367.87K","-0.19%"
"01/21/2020","209.40","212.60","212.60","207.40","225.60K","-1.60%"
"01/20/2020","212.80","214.00","214.40","210.00","310.91K","-0.37%"
"01/17/2020","213.60","202.00","213.60","202.00","481.37K","6.27%"
"01/16/2020","201.00","208.00","208.00","200.20","703.89K","-2.43%"
"01/15/2020","206.00","211.00","212.00","206.00","308.32K","-2.83%"
"01/14/2020","212.00","207.60","212.00","206.60","447.00K","2.61%"
"01/13/2020","206.60","208.00","211.00","203.80","304.32K","0.00%"
"01/10/2020","206.60","208.00","211.00","203.80","304.32K","-0.19%"
"01/09/2020","207.00","210.40","211.80","207.00","463.59K","-1.52%"
"01/08/2020","210.20","214.40","214.40","210.20","414.79K","-3.13%"
"01/07/2020","217.00","213.00","217.00","213.00","777.46K","1.88%"
"01/06/2020","213.00","213.80","213.80","205.80","444.13K","-0.84%"
"01/03/2020","214.80","215.00","218.00","213.80","1.40M","0.85%"
"01/02/2020","213.00","216.00","216.60","210.40","377.92K","-1.39%"
"12/27/2019","216.00","216.20","217.00","214.60","302.99K","-0.09%"
"12/26/2019","216.20","220.00","220.00","214.00","238.96K","-1.73%"
"12/23/2019","220.00","213.00","220.00","213.00","394.71K","3.29%"
"12/20/2019","213.00","216.20","218.00","209.00","1.40M","-1.39%"
"12/19/2019","216.00","224.60","224.80","216.00","597.72K","-4.00%"
"12/18/2019","225.00","225.00","225.00","223.20","935.25K","0.00%"
"12/17/2019","225.00","223.80","225.00","220.00","1.16M","0.63%"
"12/16/2019","223.60","224.00","228.00","222.40","1.00M","1.08%"
"12/13/2019","221.20","217.00","223.20","216.20","875.71K","2.41%"
"12/12/2019","216.00","207.00","216.00","205.80","806.66K","4.05%"
"12/11/2019","207.60","205.80","207.60","202.60","259.44K","3.28%"
"12/10/2019","201.00","207.00","207.60","201.00","183.34K","-2.71%"
"12/09/2019","206.60","204.00","206.60","202.20","314.69K","2.28%"
"12/06/2019","202.00","205.00","205.20","200.80","330.36K","-1.46%"
"12/05/2019","205.00","198.00","205.00","198.00","533.03K","3.54%"
"12/04/2019","198.00","194.90","198.00","193.20","466.63K","3.13%"
"12/03/2019","192.00","197.90","198.00","192.00","621.32K","-2.98%"
"12/02/2019","197.90","196.00","198.60","196.00","411.20K","3.07%"
"11/29/2019","192.00","195.00","196.00","192.00","779.24K","-1.54%"
"11/28/2019","195.00","198.00","198.60","194.50","674.16K","-1.47%"
"11/27/2019","197.90","187.80","198.60","187.80","1.10M","7.50%"
"11/26/2019","184.10","186.60","190.50","184.10","2.55M","-1.13%"
"11/25/2019","186.20","195.70","197.50","186.20","1.11M","-4.51%"
"11/22/2019","195.00","200.40","200.40","194.20","843.41K","-1.81%"
"11/21/2019","198.60","205.00","207.80","198.10","781.77K","-2.65%"
"11/20/2019","204.00","205.00","209.40","204.00","405.11K","-0.20%"
"11/19/2019","204.40","203.00","205.00","202.20","495.14K","1.19%"
"11/18/2019","202.00","202.00","206.00","202.00","796.29K","0.00%"
"11/15/2019","202.00","202.60","208.80","202.00","1.10M","-0.30%"
"11/14/2019","202.60","213.80","217.80","202.60","1.50M","-4.97%"
"11/13/2019","213.20","219.80","220.40","212.40","1.33M","-3.09%"
"11/12/2019","220.00","224.00","224.80","220.00","734.71K","-1.79%"
"11/11/2019","224.00","227.00","227.60","224.00","808.84K","-1.75%"
"11/08/2019","228.00","226.00","228.40","226.00","394.91K","0.88%"
"11/07/2019","226.00","228.00","229.40","224.80","279.58K","-0.44%"
"11/06/2019","227.00","233.00","234.20","226.00","672.15K","-2.58%"
"11/05/2019","233.00","233.00","235.00","232.00","669.37K","0.00%"
"11/04/2019","233.00","232.80","233.00","231.80","248.53K","0.43%"
"10/31/2019","232.00","232.00","233.00","230.20","480.61K","0.00%"
"10/30/2019","232.00","231.80","232.00","227.80","329.13K","0.96%"
"10/29/2019","229.80","223.00","229.80","223.00","834.11K","3.05%"
"10/28/2019","223.00","227.20","229.80","223.00","501.83K","-1.41%"
"10/25/2019","226.20","227.60","228.00","225.40","107.87K","-0.62%"
"10/24/2019","227.60","226.00","230.00","226.00","710.95K","1.07%"
"10/23/2019","225.20","227.00","227.00","223.60","346.37K","-0.88%"
"10/22/2019","227.20","226.40","229.20","226.20","404.69K","0.44%"
"10/21/2019","226.20","230.00","232.60","226.20","237.18K","-1.65%"
"10/18/2019","230.00","235.00","235.20","227.00","398.09K","-2.13%"
"10/17/2019","235.00","233.40","235.00","232.40","327.64K","0.86%"
"10/16/2019","233.00","233.00","233.00","232.00","203.21K","-0.17%"
"10/15/2019","233.40","235.20","236.20","232.00","718.80K","-0.51%"
"10/14/2019","234.60","232.00","235.00","232.00","366.98K","1.47%"
"10/11/2019","231.20","229.20","232.00","229.20","216.77K","0.96%"
"10/10/2019","229.00","228.20","229.80","228.00","906.25K","0.00%"
"10/09/2019","229.00","226.60","231.40","225.00","555.72K","1.33%"
"10/08/2019","226.00","223.00","229.40","223.00","904.76K","2.73%"
"10/07/2019","220.00","220.80","223.20","219.80","1.87M","-0.09%"
"10/04/2019","220.20","220.00","222.00","219.00","600.61K","0.73%"
"10/03/2019","218.60","221.00","221.00","217.80","1.10M","-1.00%"
"10/02/2019","220.80","220.00","221.80","218.40","594.02K","0.36%"
"10/01/2019","220.00","222.00","222.80","219.60","453.57K","-0.90%"
"09/30/2019","222.00","220.00","222.80","218.20","499.94K","0.82%"
"09/27/2019","220.20","221.00","221.40","219.00","1.26M","0.55%"
"09/26/2019","219.00","219.00","220.80","217.40","355.87K","0.00%"
"09/25/2019","219.00","219.80","219.80","212.00","1.04M","-0.45%"
"09/24/2019","220.00","221.00","221.80","219.60","844.44K","-0.09%"
"09/23/2019","220.20","220.40","221.60","220.20","1.25M","0.09%"
"09/20/2019","220.00","224.00","225.00","220.00","1.05M","-1.35%"
"09/19/2019","223.00","226.00","226.00","222.80","424.15K","-0.09%"
"09/18/2019","223.20","230.00","230.20","223.20","316.30K","-3.21%"
"09/17/2019","230.60","223.80","230.60","223.00","563.06K","2.95%"
"09/16/2019","224.00","222.80","225.00","222.60","442.14K","0.81%"
"09/13/2019","222.20","222.60","225.40","222.20","420.99K","-0.09%"
"09/12/2019","222.40","226.00","226.20","222.40","3.94M","-1.68%"
"09/11/2019","226.20","227.00","228.00","224.00","710.03K","-0.35%"
"09/10/2019","227.00","227.00","229.00","225.80","337.93K","0.53%"
"09/09/2019","225.80","230.00","232.00","225.80","403.59K","-1.40%"
"09/06/2019","229.00","229.00","230.00","226.80","764.64K","0.00%"
"09/05/2019","229.00","230.00","231.00","228.00","477.98K","0.44%"
"09/04/2019","228.00","232.00","232.80","227.00","388.34K","-1.30%"
"09/03/2019","231.00","235.00","235.40","231.00","553.68K","-1.95%"
"09/02/2019","235.60","237.60","238.00","232.00","444.89K","-0.93%"
"08/30/2019","237.80","235.80","239.40","235.00","1.52M","1.80%"
"08/29/2019","233.60","228.20","233.60","226.60","532.34K","2.37%"
"08/28/2019","228.20","229.60","229.60","225.40","579.10K","-0.78%"
"08/27/2019","230.00","229.80","230.20","224.40","1.54M","0.00%"
"08/23/2019","230.00","225.00","230.00","222.00","603.58K","2.22%"
"08/22/2019","225.00","224.40","225.00","220.40","891.05K","-0.09%"
"08/20/2019","225.20","233.60","233.60","224.60","1.05M","-3.76%"
"08/19/2019","234.00","238.00","238.40","231.00","859.57K","-1.27%"
"08/16/2019","237.00","234.60","239.20","230.40","766.17K","0.77%"
"08/15/2019","235.20","229.60","235.20","224.00","1.06M","0.43%"
"08/14/2019","234.20","220.00","234.80","219.00","1.47M","7.73%"
"08/13/2019","217.40","225.00","226.00","217.20","1.58M","-3.38%"
"08/09/2019","225.00","230.00","231.60","225.00","1.67M","-2.17%"
"08/08/2019","230.00","231.20","235.00","230.00","1.46M","-0.43%"
"08/07/2019","231.00","235.00","239.00","229.00","2.16M","-1.70%"
"08/06/2019","235.00","244.00","244.00","234.80","2.68M","-4.86%"
"08/05/2019","247.00","258.00","258.00","247.00","1.79M","-4.26%"
"08/02/2019","258.00","259.80","259.80","255.40","791.65K","-0.77%"
"08/01/2019","260.00","259.00","260.00","255.00","707.84K","0.39%"
"07/31/2019","259.00","256.40","260.00","254.40","1.76M","1.57%"
"07/30/2019","255.00","253.00","256.80","248.00","1.60M","0.87%"
"07/29/2019","252.80","254.80","257.00","242.00","2.06M","0.32%"
"07/26/2019","252.00","239.00","256.60","237.20","4.40M","6.78%"
"07/25/2019","236.00","250.80","250.80","231.00","10.79M","-5.98%"
"07/24/2019","251.00","272.60","272.60","251.00","5.75M","-7.99%"
"07/23/2019","272.80","275.20","277.00","270.20","875.03K","-0.80%"
"07/22/2019","275.00","275.80","277.60","274.40","1.12M","-1.72%"
"07/19/2019","279.80","279.40","282.40","278.20","622.36K","-0.07%"
"07/18/2019","280.00","282.00","282.00","279.40","330.40K","-0.71%"
"07/17/2019","282.00","284.60","285.60","281.00","503.21K","-0.91%"
"07/16/2019","284.60","285.60","285.60","283.60","882.71K","-0.35%"
"07/15/2019","285.60","281.00","285.60","281.00","1.21M","1.85%"
"07/12/2019","280.40","282.00","282.60","280.40","906.65K","-0.21%"
"07/11/2019","281.00","282.00","282.00","280.40","1.02M","-0.35%"
"07/10/2019","282.00","284.00","284.20","281.00","745.13K","-0.70%"
"07/09/2019","284.00","282.00","284.00","281.20","244.11K","0.71%"
"07/08/2019","282.00","285.00","285.20","280.20","317.97K","-1.05%"
"07/05/2019","285.00","285.80","286.00","284.60","335.28K","-0.28%"
"07/04/2019","285.80","285.40","286.80","285.00","228.48K","0.28%"
"07/03/2019","285.00","285.80","286.00","284.80","311.03K","0.00%"
"07/02/2019","285.00","284.00","285.00","283.80","191.51K","0.35%"
"07/01/2019","284.00","282.40","284.60","282.20","258.77K","0.78%"
"06/28/2019","281.80","284.20","284.20","280.80","587.18K","-0.77%"
"06/27/2019","284.00","285.00","286.00","283.40","358.86K","-0.35%"
"06/26/2019","285.00","286.80","286.80","283.20","278.76K","-0.63%"
"06/25/2019","286.80","287.20","288.80","284.20","800.46K","-0.07%"
"06/24/2019","287.00","287.40","288.20","284.00","530.98K","-0.35%"
"06/21/2019","288.00","284.80","288.00","282.00","1.27M","1.12%"
"06/20/2019","284.80","281.00","284.80","279.40","455.85K","1.35%"
"06/19/2019","281.00","282.00","282.40","280.00","461.51K","-0.35%"
"06/18/2019","282.00","282.00","282.00","277.00","683.40K","0.00%"
"06/17/2019","282.00","286.00","286.00","280.80","551.77K","-1.40%"
"06/14/2019","286.00","288.80","288.80","280.20","578.85K","-1.04%"
"06/13/2019","289.00","285.00","289.00","281.20","717.14K","1.40%"
"06/11/2019","285.00","281.00","286.40","281.00","536.82K","1.79%"
"06/10/2019","280.00","275.20","280.00","275.00","468.09K","1.74%"
"06/07/2019","275.20","278.00","279.00","275.20","542.82K","0.07%"
"06/06/2019","275.00","279.00","281.00","275.00","1.16M","-0.72%"
"06/04/2019","277.00","287.00","287.00","277.00","685.69K","-3.48%"
"06/03/2019","287.00","288.00","290.00","284.40","910.27K","-0.35%"
"05/31/2019","288.00","283.00","288.00","283.00","1.11M","2.13%"
"05/30/2019","282.00","274.60","284.40","274.60","933.72K","3.30%"
"05/29/2019","273.00","270.80","274.80","270.60","699.98K","1.11%"
"05/28/2019","270.00","273.80","274.00","270.00","2.63M","-1.46%"
"05/27/2019","274.00","278.20","278.60","274.00","812.36K","-1.44%"
"05/24/2019","278.00","284.00","284.00","277.00","1.11M","-2.11%"
"05/23/2019","284.00","287.20","287.20","281.00","1.69M","-1.18%"
"05/22/2019","287.40","284.00","288.80","283.80","533.51K","1.70%"
"05/21/2019","282.60","276.00","284.80","274.00","1.09M","3.06%"
"05/20/2019","274.20","277.00","278.00","272.00","1.34M","-1.01%"
"05/17/2019","277.00","286.40","289.20","277.00","2.32M","-2.81%"
"05/16/2019","285.00","293.00","293.00","285.00","1.85M","-2.73%"
"05/15/2019","293.00","302.60","305.60","293.00","1.91M","-3.17%"
"05/14/2019","302.60","301.00","302.60","291.80","6.21M","-0.07%"
"05/10/2019","302.80","302.00","305.00","302.00","431.89K","0.26%"
"05/09/2019","302.00","300.40","303.40","300.40","745.64K","-0.33%"
"05/08/2019","303.00","303.80","305.00","302.00","947.30K","-0.33%"
"05/07/2019","304.00","302.20","305.40","302.20","726.47K","0.66%"
"05/06/2019","302.00","301.80","306.00","301.80","628.95K","0.33%"
"05/03/2019","301.00","301.00","303.60","300.80","1.64M","0.13%"